filename,meeting_id,needs_ocr,reason
01202016 minutes.pdf,16,False,Review item 107: weak or fallback extraction.
01202016 minutes.pdf,16,False,Review item 108: weak or fallback extraction.
01202016 minutes.pdf,16,False,Review item 111: weak or fallback extraction.
01202016 minutes.pdf,16,False,Review item 112: weak or fallback extraction.
01202016 minutes.pdf,16,False,Review item 113: weak or fallback extraction.
01202021 minutes.pdf,17,False,Review item 114: weak or fallback extraction.
01202021 minutes.pdf,17,False,Review item 115: weak or fallback extraction.
01202021 minutes.pdf,17,False,Review item 116: weak or fallback extraction.
01202021 minutes.pdf,17,False,Review item 117: weak or fallback extraction.
01202021 minutes.pdf,17,False,Review item 119: weak or fallback extraction.
01202021 minutes.pdf,17,False,Review item 120: weak or fallback extraction.
01222025 Minutes.pdf,18,False,Review item 121: weak or fallback extraction.
01222025 Minutes.pdf,18,False,Review item 122: weak or fallback extraction.
01222025 Minutes.pdf,18,False,Review item 123: weak or fallback extraction.
01222025 Minutes.pdf,18,False,Review item 124: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 125: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 126: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 127: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 128: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 130: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 131: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 132: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 133: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 134: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 135: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 136: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 137: weak or fallback extraction.
01242024 minutes.pdf,19,False,Review item 138: weak or fallback extraction.
01272021 minutes.pdf,20,False,Review item 139: weak or fallback extraction.
01272021 minutes.pdf,20,False,Review item 140: weak or fallback extraction.
01272021 minutes.pdf,20,False,Review item 141: weak or fallback extraction.
01272021 minutes.pdf,20,False,Review item 142: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 143: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 144: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 145: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 146: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 148: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 149: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 151: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 152: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 153: weak or fallback extraction.
0162021 Minutes.pdf,21,False,Review item 154: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 155: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 156: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 157: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 158: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 159: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 161: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 162: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 163: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 164: weak or fallback extraction.
020117 Council Meeting  Approved Minutes.pdf,22,False,Review item 165: weak or fallback extraction.
02012023 minutes.pdf,23,False,Review item 166: weak or fallback extraction.
02012023 minutes.pdf,23,False,Review item 167: weak or fallback extraction.
02012023 minutes.pdf,23,False,Review item 168: weak or fallback extraction.
02012023 minutes.pdf,23,False,Review item 169: weak or fallback extraction.
02012023 minutes.pdf,23,False,Review item 170: weak or fallback extraction.
02012023 minutes.pdf,23,False,Review item 172: weak or fallback extraction.
02022022 minutes.pdf,24,False,Review item 173: weak or fallback extraction.
02022022 minutes.pdf,24,False,Review item 174: weak or fallback extraction.
02022022 minutes.pdf,24,False,Review item 175: weak or fallback extraction.
02022022 minutes.pdf,24,False,Review item 176: weak or fallback extraction.
02022022 minutes.pdf,24,False,Review item 180: weak or fallback extraction.
02052025.pdf,25,False,Review item 181: weak or fallback extraction.
02052025.pdf,25,False,Review item 182: weak or fallback extraction.
02052025.pdf,25,False,Review item 183: weak or fallback extraction.
02052025.pdf,25,False,Review item 184: weak or fallback extraction.
02052025.pdf,25,False,Review item 185: weak or fallback extraction.
02052025.pdf,25,False,Review item 186: weak or fallback extraction.
02052025.pdf,25,False,Review item 187: weak or fallback extraction.
02052025.pdf,25,False,Review item 188: weak or fallback extraction.
02052025.pdf,25,False,Review item 189: weak or fallback extraction.
02052025.pdf,25,False,Review item 190: weak or fallback extraction.
02072024 minutes.pdf,26,False,Review item 191: weak or fallback extraction.
02072024 minutes.pdf,26,False,Review item 192: weak or fallback extraction.
02072024 minutes.pdf,26,False,Review item 193: weak or fallback extraction.
02072024 minutes.pdf,26,False,Review item 194: weak or fallback extraction.
02072024 minutes.pdf,26,False,Review item 196: weak or fallback extraction.
02072024 minutes.pdf,26,False,Review item 199: weak or fallback extraction.
02072024 minutes.pdf,26,False,Review item 200: weak or fallback extraction.
02082022 PZDB cancellation.pdf,27,False,Review item 201: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 202: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 203: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 204: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 205: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 206: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 207: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 208: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 209: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 210: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 211: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 212: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 213: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 214: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 215: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 216: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 217: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 218: weak or fallback extraction.
021016 Council Regular Meeting Approved Minutes.pdf,28,False,Review item 219: weak or fallback extraction.
02102026 PZDB Minutes.pdf,29,False,Review item 221: weak or fallback extraction.
02102026 PZDB Minutes.pdf,29,False,Review item 222: weak or fallback extraction.
02112025 PZDB Minutes.pdf,30,False,Review item 223: weak or fallback extraction.
02112025 PZDB Minutes.pdf,30,False,Review item 225: weak or fallback extraction.
02112025 PZDB Minutes.pdf,30,False,Review item 226: weak or fallback extraction.
02112025 PZDB Minutes.pdf,30,False,Review item 228: weak or fallback extraction.
02132024 PZDB Minutes.pdf,31,False,Review item 230: weak or fallback extraction.
02132024 PZDB Minutes.pdf,31,False,Review item 231: weak or fallback extraction.
02132024 PZDB Minutes.pdf,31,False,Review item 234: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 235: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 236: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 237: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 238: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 239: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 240: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 241: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 242: weak or fallback extraction.
021517 Council Meeting  Approved Minutes.pdf,32,False,Review item 243: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 244: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 245: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 246: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 247: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 248: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 249: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 250: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 251: weak or fallback extraction.
02152023 minutes.pdf,33,False,Review item 252: weak or fallback extraction.
02162022 minutes.pdf,34,False,Review item 253: weak or fallback extraction.
02162022 minutes.pdf,34,False,Review item 254: weak or fallback extraction.
02162022 minutes.pdf,34,False,Review item 255: weak or fallback extraction.
02162022 minutes.pdf,34,False,Review item 256: weak or fallback extraction.
02162022 minutes.pdf,34,False,Review item 257: weak or fallback extraction.
02162022 minutes.pdf,34,False,Review item 258: weak or fallback extraction.
02192025.pdf,35,False,Review item 259: weak or fallback extraction.
02192025.pdf,35,False,Review item 260: weak or fallback extraction.
02192025.pdf,35,False,Review item 261: weak or fallback extraction.
02192025.pdf,35,False,Review item 263: weak or fallback extraction.
02192025.pdf,35,False,Review item 264: weak or fallback extraction.
02192025.pdf,35,False,Review item 265: weak or fallback extraction.
02192025.pdf,35,False,Review item 266: weak or fallback extraction.
02212023 PZDB Minutes.pdf,36,False,Review item 269: weak or fallback extraction.
02212023 PZDB Minutes.pdf,36,False,Review item 270: weak or fallback extraction.
02212023 PZDB Minutes.pdf,36,False,Review item 272: weak or fallback extraction.
02212024 minutes.pdf,37,False,Review item 274: weak or fallback extraction.
02212024 minutes.pdf,37,False,Review item 275: weak or fallback extraction.
02212024 minutes.pdf,37,False,Review item 277: weak or fallback extraction.
02212024 minutes.pdf,37,False,Review item 278: weak or fallback extraction.
02212024 minutes.pdf,37,False,Review item 279: weak or fallback extraction.
022217 Council Workshop Minutes.pdf,38,False,Review item 280: weak or fallback extraction.
02242016 minutes.pdf,39,False,Review item 281: weak or fallback extraction.
02242016 minutes.pdf,39,False,Review item 282: weak or fallback extraction.
02242016 minutes.pdf,39,False,Review item 283: weak or fallback extraction.
02242016 minutes.pdf,39,False,Review item 284: weak or fallback extraction.
02242016 minutes.pdf,39,False,Review item 285: weak or fallback extraction.
02242016 minutes.pdf,39,False,Review item 286: weak or fallback extraction.
02242021 minutes.pdf,40,False,Review item 287: weak or fallback extraction.
02242021 minutes.pdf,40,False,Review item 288: weak or fallback extraction.
02242021 minutes.pdf,40,False,Review item 289: weak or fallback extraction.
02242021 minutes.pdf,40,False,Review item 290: weak or fallback extraction.
02242021 minutes.pdf,40,False,Review item 291: weak or fallback extraction.
02242021 minutes.pdf,40,False,Review item 292: weak or fallback extraction.
022817 Joint Workshop with Bonita Springs City Council Approved Minutes.pdf,41,False,Review item 293: weak or fallback extraction.
0232021 minutes.pdf,42,False,Review item 294: weak or fallback extraction.
0232021 minutes.pdf,42,False,Review item 295: weak or fallback extraction.
0232021 minutes.pdf,42,False,Review item 296: weak or fallback extraction.
0232021 minutes.pdf,42,False,Review item 297: weak or fallback extraction.
0232021 minutes.pdf,42,False,Review item 300: weak or fallback extraction.
030117 Council Meeting Approved Minutes.pdf,43,False,Review item 301: weak or fallback extraction.
030117 Council Meeting Approved Minutes.pdf,43,False,Review item 302: weak or fallback extraction.
030117 Council Meeting Approved Minutes.pdf,43,False,Review item 303: weak or fallback extraction.
030117 Council Meeting Approved Minutes.pdf,43,False,Review item 304: weak or fallback extraction.
030117 Council Meeting Approved Minutes.pdf,43,False,Review item 305: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 306: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 307: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 308: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 309: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 310: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 311: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 312: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 313: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 314: weak or fallback extraction.
03012023 minutes.pdf,44,False,Review item 315: weak or fallback extraction.
030216 Council Workshop Approved Minutes.pdf,45,False,Review item 316: weak or fallback extraction.
030216 Council Workshop Approved Minutes.pdf,45,False,Review item 317: weak or fallback extraction.
030216 Council Workshop Approved Minutes.pdf,45,False,Review item 318: weak or fallback extraction.
030216 Council Workshop Approved Minutes.pdf,45,False,Review item 319: weak or fallback extraction.
030216 Council Workshop Approved Minutes.pdf,45,False,Review item 320: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 321: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 322: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 323: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 324: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 325: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 326: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 327: weak or fallback extraction.
03022022 minutes.pdf,46,False,Review item 328: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 329: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 330: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 331: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 332: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 333: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 334: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 335: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 336: weak or fallback extraction.
03032021 minutes.pdf,47,False,Review item 337: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 338: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 339: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 340: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 341: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 342: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 343: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 344: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 345: weak or fallback extraction.
03062024 minutes.pdf,48,False,Review item 346: weak or fallback extraction.
03082022 PZDB Minutes.pdf,49,False,Review item 348: weak or fallback extraction.
03082022 PZDB Minutes.pdf,49,False,Review item 349: weak or fallback extraction.
03082022 PZDB Minutes.pdf,49,False,Review item 350: weak or fallback extraction.
030916 Zoning Hearing Approved Minutes.pdf,50,False,Review item 351: weak or fallback extraction.
030917 Council Workshop Approved Minutes.pdf,51,False,Review item 352: weak or fallback extraction.
03102026 PZDB Minutes.pdf,52,False,Review item 353: weak or fallback extraction.
03102026 PZDB Minutes.pdf,52,False,Review item 354: weak or fallback extraction.
03102026 PZDB Minutes.pdf,52,False,Review item 356: weak or fallback extraction.
03112025 PZDB Minutes.pdf,53,False,Review item 357: weak or fallback extraction.
03112025 PZDB Minutes.pdf,53,False,Review item 359: weak or fallback extraction.
03112025 PZDB Minutes.pdf,53,False,Review item 360: weak or fallback extraction.
03122024 PZDB Minutes.pdf,54,False,Review item 364: weak or fallback extraction.
03122024 PZDB Minutes.pdf,54,False,Review item 365: weak or fallback extraction.
03132024 minutes.pdf,55,False,Review item 367: weak or fallback extraction.
03142023 PZDB Minutes.pdf,56,False,Review item 369: weak or fallback extraction.
03142023 PZDB Minutes.pdf,56,False,Review item 370: weak or fallback extraction.
03142023 PZDB Minutes.pdf,56,False,Review item 372: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 373: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 374: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 375: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 376: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 377: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 378: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 380: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 381: weak or fallback extraction.
031517 Council Meeting Approved Minutes.pdf,57,False,Review item 382: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 383: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 384: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 385: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 386: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 387: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 388: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 389: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 390: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 391: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 392: weak or fallback extraction.
031616 Council Meeting Approved Minutes.pdf,58,False,Review item 393: weak or fallback extraction.
03162022 minutes.pdf,59,False,Review item 394: weak or fallback extraction.
03162022 minutes.pdf,59,False,Review item 395: weak or fallback extraction.
03162022 minutes.pdf,59,False,Review item 396: weak or fallback extraction.
03162022 minutes.pdf,59,False,Review item 398: weak or fallback extraction.
03162022 minutes.pdf,59,False,Review item 400: weak or fallback extraction.
03162022 minutes.pdf,59,False,Review item 401: weak or fallback extraction.
03162022 minutes.pdf,59,False,Review item 402: weak or fallback extraction.
031715 Regular Meeting Minutes.pdf,60,False,Review item 403: weak or fallback extraction.
031715 Regular Meeting Minutes.pdf,60,False,Review item 404: weak or fallback extraction.
031715 Regular Meeting Minutes.pdf,60,False,Review item 405: weak or fallback extraction.
031715 Regular Meeting Minutes.pdf,60,False,Review item 406: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 407: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 408: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 409: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 410: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 411: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 412: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 413: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 414: weak or fallback extraction.
03172021 minutes.pdf,61,False,Review item 415: weak or fallback extraction.
03192025.pdf,62,False,Review item 416: weak or fallback extraction.
032015 Workshop Minutes.pdf,63,False,No agenda/action items extracted.
03202024 minutes.pdf,64,False,Review item 417: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 418: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 419: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 420: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 421: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 422: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 423: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 424: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 425: weak or fallback extraction.
03202024 minutes.pdf,64,False,Review item 426: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 427: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 428: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 429: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 430: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 431: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 432: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 433: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 434: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 435: weak or fallback extraction.
032316 Council Meeting Approved Minutes.pdf,65,False,Review item 436: weak or fallback extraction.
03242021 minutes.pdf,66,False,Review item 437: weak or fallback extraction.
03242021 minutes.pdf,66,False,Review item 438: weak or fallback extraction.
03242021 minutes.pdf,66,False,Review item 439: weak or fallback extraction.
