RecordId,SourceBoard,DataGrain,RecordType,MeetingId,ItemId,MotionId,Board,MeetingFormat,MeetingType,MeetingDate,MeetingYear,MeetingTime,MeetingVenue,Status,AgendaItemNumber,AgendaItemType,FactCategory,LandUseCategory,ProjectName,ProjectTitle,Summary,ApplicationId,ApplicationType,ApplicantName,District,StaffCode,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,VoteYes,VoteNo,VoteAbstain,AddressRaw,AddressNormalized,LocationName,Latitude,Longitude,GeocodeConfidence,LocationGrain,ParcelId,PrimarySourceUrl,SourceFilename,ExtractionMethod,ExtractionConfidence,ReviewRequired,ReviewReason,AiReady,CitationText
council:1193,council,agenda_item,AgendaItemLocation,240,1193,1077,Village Council,Regular Meeting,Village Council,2024-11-06,2024,9:30 am,Estero Fire Rescue,Accepted,6,Contract Approval,contract_approval,infrastructure,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths. Action: Approved the Interlocal Agreement with The Brooks Community Development District (CD,,,,,TD/CS,Approved the Interlocal Agreement with The Brooks Community Development District (CD,Approved the Interlocal Agreement with The Brooks Community Development District (CD,Approved the Interlocal Agreement with The Brooks Community Development District (CD,,,Detected,,,,"Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL","Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL",Three Oaks Parkway,,,0.9,item_address,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11062024%20minutes.pdf,11062024 minutes.pdf,pdf_extraction:council,low,true,Review item 1188: weak or fallback extraction.; Review item 1189: weak or fallback extraction.; Review item 1190: weak or fallback extraction.; Review item 1191: weak or fallback extraction.; Review item 1192: weak or fallback extraction.; Review item 1193: weak or fallback extraction.; Review item 1195: weak or fallback extraction.; Review item 1197: weak or fallback extraction.,false,"Village Council meeting on 2024-11-06, agenda item 6 (Contract Approval): Approved the Interlocal Agreement with The Brooks Community Development District (CD Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11062024%20minutes.pdf"
pzdb:93,pzdb,agenda_item,AgendaItemLocation,31,93,62,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-10-29,2024,4:31 pm,Estero Fire Rescue,Accepted,5,Vote,board_vote,commercial,"Starbucks - Estero Town Commons - Development Order (DOS2024-E001) (District 4) 21301 Town Commons Drive, ± 1.4-acre vacant parcel on the corner of Corkscrew Road and Town Commons Drive in Estero Town Center Commercial Planned Development (CPD) Al...","Starbucks - Estero Town Commons - Development Order (DOS2024-E001) (District 4) 21301 Town Commons Drive, ± 1.4-acre vacant parcel on the corner of Corkscrew Road and Town Commons Drive in Estero Town Center Commercial Planned Development (CPD) Al...","Starbucks - Estero Town Commons - Development Order (DOS2024-E001) (District 4) 21301 Town Commons Drive, ± 1.4-acre vacant parcel on the corner of Corkscrew Road and Town Commons Drive in Estero Town Center Commercial Planned Development (CPD) Also known. Action: Approved the Development Order with staff stipulation and with added landscaping on the North side",DOS2024-E001,development_order,,4,,Approved the Development Order with staff stipulation and with added landscaping on the North side,Approved the Development Order with staff stipulation and with added landscaping on the North side,Approved the Development Order with staff stipulation and with added landscaping on the North side,,,See minutes,8,1,,21301 Town Commons Drive,"21301 Town Commons Drive, Estero, FL","21301 Town Commons Drive, Estero, FL",26.430775479614,-81.785967192513,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf,20241029 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-10-29, agenda item 5 (Vote): Approved the Development Order with staff stipulation and with added landscaping on the North side Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf"
pzdb:92,pzdb,agenda_item,AgendaItemLocation,31,92,61,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-10-29,2024,4:31 pm,Estero Fire Rescue,Accepted,4,Vote,board_vote,administrative,"Coconut Trace Planned Development - Zoning Amendment (DCI2024-E006) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. No conflicts of interest were noted. Board Member Tatooles received letters from people t...","Coconut Trace Planned Development - Zoning Amendment (DCI2024-E006) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. No conflicts of interest were noted. Board Member Tatooles received letters from people t...","Coconut Trace Planned Development - Zoning Amendment (DCI2024-E006) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. No conflicts of interest were noted. Board Member Tatooles received letters from people that live. Action: Approved a continuance until November 12, 2024 meeting",DCI2024-E006,development_compliance_inspection,,1,,"Approved a continuance until November 12, 2024 meeting","Approved a continuance until November 12, 2024 meeting","Approved a continuance until November 12, 2024 meeting",,,See minutes,6,0,1,22910 Lyden Drive,"22910 Lyden Drive, Estero, FL","22910 Lyden Drive, Estero, FL",26.406167259629,-81.812370774249,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf,20241029 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-10-29, agenda item 4 (Vote): Approved a continuance until November 12, 2024 meeting Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf"
pzdb:91,pzdb,agenda_item,AgendaItemLocation,31,91,60,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-10-29,2024,4:31 pm,Estero Fire Rescue,Accepted,3,Vote,board_vote,other,Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest...,Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest...,Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest were no. Action: Approved Limited Development Order,LDO2024-E037,land_development_order,,6,,Approved Limited Development Order,Approved Limited Development Order,Approved Limited Development Order,,,See minutes,8,1,,"Three Oaks Parkway & Oakwilde Boulevard, Estero, FL","Three Oaks Parkway & Oakwilde Boulevard, Estero, FL","Three Oaks Parkway & Oakwilde Boulevard, Estero, FL",26.413073989755,-81.785739540023,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf,20241029 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-10-29, agenda item 3 (Vote): Approved Limited Development Order Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf"
pzdb:90,pzdb,agenda_item,AgendaItemLocation,31,90,59,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-10-29,2024,4:31 pm,Estero Fire Rescue,Accepted,2,Vote,board_vote,commercial,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donat...,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donat...,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent. Action: Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,DOS2024-E006,development_order,,4,,Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,,,See minutes,8,1,,10351 Corkscrew Commons Drive,"10351 Corkscrew Commons Drive, Estero, FL","10351 Corkscrew Commons Drive, Estero, FL",26.431986203618,-81.783570471119,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf,20241029 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-10-29, agenda item 2 (Vote): Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20241029%20PZDB%20Minutes.pdf"
council:1186,council,agenda_item,AgendaItemLocation,239,1186,1070,Village Council,Regular Meeting,Village Council,2024-10-16,2024,9:30 am,Estero Village Hall,Accepted,5,Ordinance,legislative_ordinance,residential,"Second Reading of Ordinance No. 2024-13 Estero Townhomes EPD (Toll Bros.). An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions and Deviations a Rezoning to Estero Planned Development (EPD) For a 21.4 Ac...","Second Reading of Ordinance No. 2024-13 Estero Townhomes EPD (Toll Bros.). An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions and Deviations a Rezoning to Estero Planned Development (EPD) For a 21.4 Ac...","Second Reading of Ordinance No. 2024-13 Estero Townhomes EPD (Toll Bros.). An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions and Deviations a Rezoning to Estero Planned Development (EPD) For a 21.4 Acre Tract. Action: Approved Ordinance No. 2024-12 with the Council revisions",Ordinance No. 2024-13,ordinance,Conditions and Deviations a Rezoning,,TD/CS,Approved Ordinance No. 2024-12 with the Council revisions,Approved Ordinance No. 2024-12 with the Council revisions,Approved Ordinance No. 2024-12 with the Council revisions,,,Detected,,,,"Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,1.0,item_address,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10162024%20%20Minutes.pdf,10162024 Minutes.pdf,pdf_extraction:council,low,true,Review item 1182: weak or fallback extraction.; Review item 1183: weak or fallback extraction.; Review item 1184: weak or fallback extraction.; Review item 1185: weak or fallback extraction.; Review item 1186: weak or fallback extraction.; Review item 1187: weak or fallback extraction.,false,"Village Council meeting on 2024-10-16, agenda item 5 (Ordinance): Approved Ordinance No. 2024-12 with the Council revisions Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10162024%20%20Minutes.pdf"
council:1180,council,agenda_item,AgendaItemLocation,238,1180,1064,Village Council,Regular Meeting,Village Council,2024-10-02,2024,9:30 am,Estero Village Hall,Accepted,6,Ordinance,legislative_ordinance,residential,"First Reading of Ordinance No. 2024-13 Estero Townhomes EPD (Toll Bros.). An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions and Deviations a Rezoning to Estero Planned Development (EPD) For a 21.4 Acr...","First Reading of Ordinance No. 2024-13 Estero Townhomes EPD (Toll Bros.). An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions and Deviations a Rezoning to Estero Planned Development (EPD) For a 21.4 Acr...","First Reading of Ordinance No. 2024-13 Estero Townhomes EPD (Toll Bros.). An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions and Deviations a Rezoning to Estero Planned Development (EPD) For a 21.4 Acre Tract . Action: Passed first reading and schedule second reading for October 16, 2024",Ordinance No. 2024-13,ordinance,Conditions and Deviations a Rezoning,,TD/CS,"Passed first reading and schedule second reading for October 16, 2024","Passed first reading and schedule second reading for October 16, 2024","Passed first reading and schedule second reading for October 16, 2024",,,Detected,,,,"Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","Summercrest / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,1.0,item_address,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10022024%20minutes.pdf,10022024 minutes.pdf,pdf_extraction:council,low,true,Review item 1175: weak or fallback extraction.; Review item 1176: weak or fallback extraction.; Review item 1177: weak or fallback extraction.; Review item 1178: weak or fallback extraction.; Review item 1179: weak or fallback extraction.; Review item 1180: weak or fallback extraction.; Review item 1181: weak or fallback extraction.,false,"Village Council meeting on 2024-10-02, agenda item 6 (Ordinance): Passed first reading and schedule second reading for October 16, 2024 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10022024%20minutes.pdf"
pzdb:88,pzdb,agenda_item,AgendaItemLocation,30,88,57,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-09-10,2024,4:31 pm,Estero Village Hall,Accepted,4,Vote,board_vote,infrastructure,Estero Entertainment District - Development Order (DOS2024-E007) (District 4) The Village owned property is located at 9000 Williams Road on the north side of Williams Road and east of Via Coconut and the railroad right of way. The 21± acres was r...,Estero Entertainment District - Development Order (DOS2024-E007) (District 4) The Village owned property is located at 9000 Williams Road on the north side of Williams Road and east of Via Coconut and the railroad right of way. The 21± acres was r...,Estero Entertainment District - Development Order (DOS2024-E007) (District 4) The Village owned property is located at 9000 Williams Road on the north side of Williams Road and east of Via Coconut and the railroad right of way. The 21± acres was rezoned t. Action: Approved the Development Order with staff stipulations and the condition that the architect brings back the south and west elevations for Planning Zoning and Design Board to review,DOS2024-E007,development_order,,4,,Approved the Development Order with staff stipulations and the condition that the architect brings back the south and west elevations for Planning Zoning and Design Board to review,Approved the Development Order with staff stipulations and the condition that the architect brings back the south and west elevations for Planning Zoning and Design Board to review,Approved the Development Order with staff stipulations and the condition that the architect brings back the south and west elevations for Planning Zoning and Design Board to review,,,See minutes,6,1,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf,20240910 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-09-10, agenda item 4 (Vote): Approved the Development Order with staff stipulations and the condition that the architect brings back the south and west elevations for Planning Zoning and Design Board to review Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf"
pzdb:87,pzdb,agenda_item,AgendaItemLocation,30,87,,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-09-10,2024,4:31 pm,Estero Village Hall,Accepted,3,Unknown,other,residential,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Continued from July 9th meeting. Applicant requests a rezoning for a2-story to...,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Continued from July 9th meeting. Applicant requests a rezoning for a2-story to...,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Continued from July 9th meeting. Applicant requests a rezoning for a2-story townhome d. Action: Recommended approval by Council of the Rezoning with staff conditions,DCI2024-E003,development_compliance_inspection,July 9th meeting. Applicant requests a rezoning,4,,Recommended approval by Council of the Rezoning with staff conditions,Recommended approval by Council of the Rezoning with staff conditions,,,,See minutes,,,,"Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL","Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL","Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf,20240910 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-09-10, agenda item 3 (Unknown): Recommended approval by Council of the Rezoning with staff conditions Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf"
pzdb:86,pzdb,agenda_item,AgendaItemLocation,30,86,56,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-09-10,2024,4:31 pm,Estero Village Hall,Accepted,2,Vote,board_vote,commercial,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donat...,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donat...,"Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent. Action: Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking",DOS2024-E006,development_order,,4,,"Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking","Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking","Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking",,,See minutes,5,1,,10351 Corkscrew Commons Drive,"10351 Corkscrew Commons Drive, Estero, FL","10351 Corkscrew Commons Drive, Estero, FL",26.431986203618,-81.783570471119,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf,20240910 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-09-10, agenda item 2 (Vote): Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf"
pzdb:85,pzdb,agenda_item,AgendaItemLocation,30,85,55,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-09-10,2024,4:31 pm,Estero Village Hall,Accepted,1,Vote,board_vote,other,"University Highlands II - Development Order (DOS2024-E005) (District 5) The property is located on Ben Hill Griffin Parkway north of Everblades Parkway North, and east of Tiburon Way. The site is part of the Timberland & Tiburon MPD/DRI. The appli...","University Highlands II - Development Order (DOS2024-E005) (District 5) The property is located on Ben Hill Griffin Parkway north of Everblades Parkway North, and east of Tiburon Way. The site is part of the Timberland & Tiburon MPD/DRI. The appli...","University Highlands II - Development Order (DOS2024-E005) (District 5) The property is located on Ben Hill Griffin Parkway north of Everblades Parkway North, and east of Tiburon Way. The site is part of the Timberland & Tiburon MPD/DRI. The applicant see. Action: Approved Development Order with staff stipulations, stipulation of the upsizing of the materials by the dumpsters, and no outdoor dining after 10:00 pm on weekdays and 11:00 pm on the weekends",DOS2024-E005,development_order,,5,,"Approved Development Order with staff stipulations, stipulation of the upsizing of the materials by the dumpsters, and no outdoor dining after 10:00 pm on weekdays and 11:00 pm on the weekends","Approved Development Order with staff stipulations, stipulation of the upsizing of the materials by the dumpsters, and no outdoor dining after 10:00 pm on weekdays and 11:00 pm on the weekends","Approved Development Order with staff stipulations, stipulation of the upsizing of the materials by the dumpsters, and no outdoor dining after 10:00 pm on weekdays and 11:00 pm on the weekends",,,See minutes,6,0,0,"Ben Hill Griffin Parkway & Everblades Parkway North, Estero, FL","Ben Hill Griffin Parkway & Everblades Parkway North, Estero, FL","Ben Hill Griffin Parkway & Everblades Parkway North, Estero, FL",26.443920189721,-81.773684686876,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf,20240910 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-09-10, agenda item 1 (Vote): Approved Development Order with staff stipulations, stipulation of the upsizing of the materials by the dumpsters, and no outdoor dining after 10:00 pm on weekdays and 11:00 pm on the weekends Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240910%20PZDB%20Minutes.pdf"
pzdb:84,pzdb,agenda_item,AgendaItemLocation,29,84,54,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-07-09,2024,4:32 pm,Estero Village Hall,Accepted,2,Vote,board_vote,residential,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Applicant requests a rezoning for a2-story townhome development with 171 townh...,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Applicant requests a rezoning for a2-story townhome development with 171 townh...,"Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Applicant requests a rezoning for a2-story townhome development with 171 townhome unit. Action: Approved continuance to the August 13, 2024, Planning Zoning and Design Board Meeting",DCI2024-E003,development_compliance_inspection,,4,,"Approved continuance to the August 13, 2024, Planning Zoning and Design Board Meeting","Approved continuance to the August 13, 2024, Planning Zoning and Design Board Meeting","Approved continuance to the August 13, 2024, Planning Zoning and Design Board Meeting",,,See minutes,7,0,0,"Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL","Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL","Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240709%20PZDB%20Minutes.pdf,20240709 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-07-09, agenda item 2 (Vote): Approved continuance to the August 13, 2024, Planning Zoning and Design Board Meeting Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240709%20PZDB%20Minutes.pdf"
pzdb:83,pzdb,agenda_item,AgendaItemLocation,29,83,,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-07-09,2024,4:32 pm,Estero Village Hall,Accepted,1,Unknown,other,infrastructure,"Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road...","Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road...","Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Via Co. Action: Recommended approval by Council of the Zoning Amendment with staff recommendations",DCI2024-E004,development_compliance_inspection,,4,,Recommended approval by Council of the Zoning Amendment with staff recommendations,Recommended approval by Council of the Zoning Amendment with staff recommendations,,,,See minutes,,,,8990 Corkscrew Road,"21351 Happy Hollow Lane, Estero, FL","21351 Happy Hollow Lane, Estero, FL",26.428145699402,-81.805592580608,1.0,item_address,,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240709%20PZDB%20Minutes.pdf,20240709 PZDB Minutes.pdf,pdf_extraction:pzdb,high,false,,true,"Planning Zoning & Design Board meeting on 2024-07-09, agenda item 1 (Unknown): Recommended approval by Council of the Zoning Amendment with staff recommendations Source: https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/main/data/raw/pzdb/2024/20240709%20PZDB%20Minutes.pdf"
council:1157,council,agenda_item,AgendaItemLocation,235,1157,1041,Village Council,Regular Meeting,Village Council,2024-07-03,2024,9:30 am,Estero Fire Rescue,Accepted,9,Contract Approval,contract_approval,infrastructure,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths. Action: Approved the Interlocal Agreement with The Brooks Community Development District (CD,,,,,TD/CS,Approved the Interlocal Agreement with The Brooks Community Development District (CD,Approved the Interlocal Agreement with The Brooks Community Development District (CD,Approved the Interlocal Agreement with The Brooks Community Development District (CD,,,Detected,,,,"Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL","Three Oaks Parkway from Williams Road to Estero Parkway, Estero, FL",Three Oaks Parkway,,,0.9,item_address,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf,07032024 minutes.pdf,pdf_extraction:council,low,true,Review item 1149: weak or fallback extraction.; Review item 1150: weak or fallback extraction.; Review item 1151: weak or fallback extraction.; Review item 1152: weak or fallback extraction.; Review item 1153: weak or fallback extraction.; Review item 1154: weak or fallback extraction.; Review item 1155: weak or fallback extraction.; Review item 1157: weak or fallback extraction.; Review item 1158: weak or fallback extraction.; Review item 1159: weak or fallback extraction.; Review item 1160: weak or fallback extraction.; Review item 1161: weak or fallback extraction.,false,"Village Council meeting on 2024-07-03, agenda item 9 (Contract Approval): Approved the Interlocal Agreement with The Brooks Community Development District (CD Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf"
