RecordId,SourceBoard,DataGrain,RecordType,MeetingId,ItemId,MotionId,Board,MeetingFormat,MeetingType,MeetingDate,MeetingYear,MeetingTime,MeetingVenue,Status,AgendaItemNumber,AgendaItemType,FactCategory,LandUseCategory,ProjectName,ProjectTitle,Summary,ApplicationId,ApplicationType,ApplicantName,District,StaffCode,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,VoteYes,VoteNo,VoteAbstain,AddressRaw,AddressNormalized,LocationName,Latitude,Longitude,GeocodeConfidence,LocationGrain,ParcelId,PrimarySourceUrl,SourceFilename,ExtractionMethod,ExtractionConfidence,ReviewRequired,ReviewReason,AiReady,CitationText,ProjectId,ProjectKey
vc:265,vc,agenda_item,AgendaItem,35,265,,Village Council,Regular Meeting,Village Council,2025-02-19,2025,9:30 am,Estero Village Hall,No Action,7,Public Comment,public_comment,meetings_records_public_input,,"Planning, Zoning, and Design Board Annual Report","Planning, Zoning, and Design Board Annual Report. Action: No formal action recorded. Planning, Zoning, and Design Board Annual Report Staff Presentation/Comments Mary Gibbs, Community Development Director Christopher Baker, Assistant Community Development Director Council Questions or Comments Councilmembers Zalucki and Mayor McLain Public Comments None",,,,,TD/CS,"No formal action recorded. Planning, Zoning, and Design Board Annual Report Staff Presentation/Comments Mary Gibbs, Community Development Director Christopher Baker, Assistant Community Development Director Council Questions or Comments Councilmembers Zalucki and Mayor McLain Public Comments None","No formal action recorded. Planning, Zoning, and Design Board Annual Report Staff Presentation/Comments Mary Gibbs, Community Development Director Christopher Baker, Assistant Community Development Director Council Questions or Comments Councilmembers Zalucki and Mayor McLain Public Comments None",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/02192025.pdf,02192025.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2025-02-19, agenda item 7 (Public Comment): No formal action recorded. Planning, Zoning, and Design Board Annual Report Staff Presentation/Comments Mary Gibbs, Community Development Director Christopher Baker, Assistant Community Development Director Council Questions or Comments Councilmembers Zalucki and Mayor McLain Public Comments None Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/02192025.pdf",,
vc:266,vc,agenda_item,AgendaItem,35,266,,Village Council,Regular Meeting,Village Council,2025-02-19,2025,9:30 am,Estero Village Hall,No Action,8,Public Comment,public_comment,meetings_records_public_input,,Update on Developments,"Update on Developments. Action: No formal action recorded. Update on Developments Staff Presentation/Comments Mary Gibbs, Community Development Director Council Questions or Comments Councilmembers Lopez, Fiesel, Zalucki, Ward, and Mayor McLain Public Comments None",,,,,TD/CS,"No formal action recorded. Update on Developments Staff Presentation/Comments Mary Gibbs, Community Development Director Council Questions or Comments Councilmembers Lopez, Fiesel, Zalucki, Ward, and Mayor McLain Public Comments None","No formal action recorded. Update on Developments Staff Presentation/Comments Mary Gibbs, Community Development Director Council Questions or Comments Councilmembers Lopez, Fiesel, Zalucki, Ward, and Mayor McLain Public Comments None",,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/02192025.pdf,02192025.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2025-02-19, agenda item 8 (Public Comment): No formal action recorded. Update on Developments Staff Presentation/Comments Mary Gibbs, Community Development Director Council Questions or Comments Councilmembers Lopez, Fiesel, Zalucki, Ward, and Mayor McLain Public Comments None Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/02192025.pdf",,
pzdb:267,pzdb,agenda_item,AgendaItemLocation,36,267,169,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023,4:35 pm,Estero Fire Rescue,Approved,1,Vote,vote,commercial_mixed_use_development,Estero Eyebuild at Corkscrew Palms - Corkscrew Palms Cir,"Estero Eyebuild at Corkscrew Palms - Development Order (DOS2022-E010) (District 5) 9441 Corkscrew Palms Circle - A vacant parcel east of Village Hall, surrounded by parking in the Corkscrew Palms Commercial Planned Development (CPD) on Corkscrew Road. App","Estero Eyebuild at Corkscrew Palms - Development Order (DOS2022-E010) (District 5) 9441 Corkscrew Palms Circle - A vacant parcel east of Village Hall, surrounded by parking in the Corkscrew Palms Commercial Planned Development (CPD) on Corkscrew Road. App. Action: Approved the Development Order with no cupola required unless the applicant wants one",DOS2022-E010,dos,,5,null,Approved the Development Order with no cupola required unless the applicant wants one,Approved the Development Order with no cupola required unless the applicant wants one,,,,See minutes,6,1,,9441 Corkscrew Palms Circle,9441 CORKSCREW PALMS CIR,9441 CORKSCREW PALMS CIR,26.430465596510277,-81.79763059961697,0.98,parcel_address,344625E11900000D1,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,02212023 PZDB Minutes.pdf,pdf_extraction:pzdb,0.6,true,,false,"Planning Zoning & Design Board meeting on 2023-02-21, agenda item 1 (Vote): Approved the Development Order with no cupola required unless the applicant wants one Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf",78,estero_eyebuild_at_corkscrew_palms_corkscrew_palms_cir
pzdb:268,pzdb,agenda_item,AgendaItemLocation,36,268,170,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023,4:35 pm,Estero Fire Rescue,Continued,2,Vote,vote,commercial_mixed_use_development,Village Initiated Rezoning - Williams Road,Village Initiated Rezoning - 9000 Williams Road Property (District 5) Village proposes to rezone +19 acres on the north side of Williams Road that includes the Golf Coast Driving Range and a vacant parcel from Agriculture & Commercial Planned Development,Village Initiated Rezoning - 9000 Williams Road Property (District 5) Village proposes to rezone +19 acres on the north side of Williams Road that includes the Golf Coast Driving Range and a vacant parcel from Agriculture & Commercial Planned Development . Action: Approved continuance,,,,5,null,Approved continuance,Approved continuance,,,,See minutes,6,1,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,02212023 PZDB Minutes.pdf,pdf_extraction:pzdb,0.5,true,,false,"Planning Zoning & Design Board meeting on 2023-02-21, agenda item 2 (Vote): Approved continuance Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf",79,village_initiated_rezoning_williams_road
pzdb:269,pzdb,agenda_item,AgendaItem,36,269,,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023,4:35 pm,Estero Fire Rescue,Approved,3,Ordinance,ordinance,residential_development,2023-02 - Standards for Elevated Single-Family Homes Amendment to the Land Development Code,Ordinance 2023-02 - Standards for Elevated Single-Family Homes Amendment to the Land Development Code,Ordinance 2023-02 - Standards for Elevated Single-Family Homes Amendment to the Land Development Code. Action: Recommended approval to Council Ordinance 2023-02 with the substitution of an 80% opaque visual barrier in lieu of a wall and that it be covered over three sides of the structure,Ordinance 2023-02,ordinance,,,null,Recommended approval to Council Ordinance 2023-02 with the substitution of an 80% opaque visual barrier in lieu of a wall and that it be covered over three sides of the structure,Recommended approval to Council Ordinance 2023-02 with the substitution of an 80% opaque visual barrier in lieu of a wall and that it be covered over three sides of the structure,,,,See minutes,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,02212023 PZDB Minutes.pdf,pdf_extraction:pzdb,0.65,true,,false,"Planning Zoning & Design Board meeting on 2023-02-21, agenda item 3 (Ordinance): Recommended approval to Council Ordinance 2023-02 with the substitution of an 80% opaque visual barrier in lieu of a wall and that it be covered over three sides of the structure Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf",80,2023_02_standards_for_elevated_single_family_homes_amendment_to_the_land_development_code
pzdb:270,pzdb,agenda_item,AgendaItem,36,270,171,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023,4:35 pm,Estero Fire Rescue,Approved,4,Consent Agenda,consent_agenda,meetings_records_public_input,,"Approval of January 10, 2023, meeting minutes","Approval of January 10, 2023, meeting minutes. Action: A motion to approve the consent agenda was made and duly passed",,,,,null,A motion to approve the consent agenda was made and duly passed,A motion to approve the consent agenda was made and duly passed,,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,02212023 PZDB Minutes.pdf,pdf_extraction:pzdb,0.5,true,,false,"Planning Zoning & Design Board meeting on 2023-02-21, agenda item 4 (Consent Agenda): A motion to approve the consent agenda was made and duly passed Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf",,
pzdb:271,pzdb,agenda_item,AgendaItemLocation,36,271,,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023,4:35 pm,Estero Fire Rescue,No Action,5,Ordinance,ordinance,utilities_stormwater_environment,Estero River Park - Northeast corner of US 41 and Corkscrew,"Estero River Park Development Order (Application pending) (District 4) Village property located on the northeast corner of US 41 and Corkscrew Road. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as tra","Estero River Park Development Order (Application pending) (District 4) Village property located on the northeast corner of US 41 and Corkscrew Road. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as tra. Action: No formal action recorded. Estero River Park Development Order (Application pending) (District 4) Village property located on the northeast corner of US 41 and Corkscrew Road. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  The Village plans to develop as a first phase, an access drive, parking area and walking paths. Staff Presentation/Comments Mary Gibbs, Community Development Director David Willems, Public Works Director Presentation/Information by Brian Smith, Ensite Public Comment Clark McKenzie, Estero Board Questions or Comments Board Members Jones, Jeannin, Tatooles, Vice Cha",,,June 8,4,null,"No formal action recorded. Estero River Park Development Order (Application pending) (District 4) Village property located on the northeast corner of US 41 and Corkscrew Road. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  The Village plans to develop as a first phase, an access drive, parking area and walking paths. Staff Presentation/Comments Mary Gibbs, Community Development Director David Willems, Public Works Director Presentation/Information by Brian Smith, Ensite Public Comment Clark McKenzie, Estero Board Questions or Comments Board Members Jones, Jeannin, Tatooles, Vice Cha","No formal action recorded. Estero River Park Development Order (Application pending) (District 4) Village property located on the northeast corner of US 41 and Corkscrew Road. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  The Village plans to develop as a first phase, an access drive, parking area and walking paths. Staff Presentation/Comments Mary Gibbs, Community Development Director David Willems, Public Works Director Presentation/Information by Brian Smith, Ensite Public Comment Clark McKenzie, Estero Board Questions or Comments Board Members Jones, Jeannin, Tatooles, Vice Cha",,,,,,,,"Northeast corner of US 41 and Corkscrew Road, Estero, FL","Northeast corner of US 41 and Corkscrew Road, Estero, FL","Northeast corner of US 41 and Corkscrew Road, Estero, FL",26.432555,-81.80817,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,02212023 PZDB Minutes.pdf,pdf_extraction:pzdb,0.5,true,,false,"Planning Zoning & Design Board meeting on 2023-02-21, agenda item 5 (Ordinance): No formal action recorded. Estero River Park Development Order (Application pending) (District 4) Village property located on the northeast corner of US 41 and Corkscrew Road. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date.  The Village plans to develop as a first phase, an access drive, parking area and walking paths. Staff Presentation/Comments Mary Gibbs, Community Development Director David Willems, Public Works Director Presentation/Information by Brian Smith, Ensite Public Comment Clark McKenzie, Estero Board Questions or Comments Board Members Jones, Jeannin, Tatooles, Vice Cha Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf",81,estero_river_park_northeast_corner_of_us_41_and_corkscrew
pzdb:272,pzdb,agenda_item,AgendaItemLocation,36,272,,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023,4:35 pm,Estero Fire Rescue,No Action,6,Public Comment,public_comment,commercial_mixed_use_development,Woodfield Estero,Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD,"Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD. Action: No formal action recorded. Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) to allow 596 dwelling units, office, retail, restaurants, and related uses. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Richard Yovanovich, Esq., CYK Law Firm Ross Abramson, Woodfield Development Alexis Crespo, AICP, RVi Planning + Landscape Architecture Luiza Leite, AIA, Dover Kohl & Partners Public Comment Mario Dibenedetto, Meadowbrook Allen Hergenon, Coconut Shores Connie Mansfield, Marsh Landing Community Richard Piester, Coconut Shores Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood",DCI2022-E005,dci,,6,null,"No formal action recorded. Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) to allow 596 dwelling units, office, retail, restaurants, and related uses. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Richard Yovanovich, Esq., CYK Law Firm Ross Abramson, Woodfield Development Alexis Crespo, AICP, RVi Planning + Landscape Architecture Luiza Leite, AIA, Dover Kohl & Partners Public Comment Mario Dibenedetto, Meadowbrook Allen Hergenon, Coconut Shores Connie Mansfield, Marsh Landing Community Richard Piester, Coconut Shores Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood","No formal action recorded. Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) to allow 596 dwelling units, office, retail, restaurants, and related uses. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Richard Yovanovich, Esq., CYK Law Firm Ross Abramson, Woodfield Development Alexis Crespo, AICP, RVi Planning + Landscape Architecture Luiza Leite, AIA, Dover Kohl & Partners Public Comment Mario Dibenedetto, Meadowbrook Allen Hergenon, Coconut Shores Connie Mansfield, Marsh Landing Community Richard Piester, Coconut Shores Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood",,,,,,,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,1.0,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,02212023 PZDB Minutes.pdf,pdf_extraction:pzdb,0.5,true,,false,"Planning Zoning & Design Board meeting on 2023-02-21, agenda item 6 (Public Comment): No formal action recorded. Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) to allow 596 dwelling units, office, retail, restaurants, and related uses. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Richard Yovanovich, Esq., CYK Law Firm Ross Abramson, Woodfield Development Alexis Crespo, AICP, RVi Planning + Landscape Architecture Luiza Leite, AIA, Dover Kohl & Partners Public Comment Mario Dibenedetto, Meadowbrook Allen Hergenon, Coconut Shores Connie Mansfield, Marsh Landing Community Richard Piester, Coconut Shores Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf",82,woodfield_estero
pzdb:273,pzdb,agenda_item,AgendaItemLocation,36,273,,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023,4:35 pm,Estero Fire Rescue,No Action,7,Public Comment,public_comment,commercial_mixed_use_development,Goodwill Industries - Corkscrew Rd & Three Oaks Pkwy,Goodwill Industries - Development Order (Application pending) (District 5) ±2.69-acre vacant parcel located at the southeast corner of Corkscrew Road and Three Oaks Parkway in the Estero Town Center Commercial Planned Development (CPD) Also known as Lowes,"Goodwill Industries - Development Order (Application pending) (District 5) ±2.69-acre vacant parcel located at the southeast corner of Corkscrew Road and Three Oaks Parkway in the Estero Town Center Commercial Planned Development (CPD) Also known as Lowes. Action: No formal action recorded. Goodwill Industries - Development Order (Application pending) (District 5) ±2.69-acre vacant parcel located at the southeast corner of Corkscrew Road and Three Oaks Parkway in the Estero Town Center Commercial Planned Development (CPD) Also known as Lowes Plaza.  Applicant seeks to construct a 21,800 square foot, one-story building with a drive- thru. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Attorney Presentation/Information by Jack Morris, P.E. Morris, Depew Associates Zachary Smith, GMA Architects Matt Lincolnhol, PLA, Morris-Depew Associates Ramon Acevedo, GMA Architects Public Comment None. Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood. 7",,,,5,null,"No formal action recorded. Goodwill Industries - Development Order (Application pending) (District 5) ±2.69-acre vacant parcel located at the southeast corner of Corkscrew Road and Three Oaks Parkway in the Estero Town Center Commercial Planned Development (CPD) Also known as Lowes Plaza.  Applicant seeks to construct a 21,800 square foot, one-story building with a drive- thru. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Attorney Presentation/Information by Jack Morris, P.E. Morris, Depew Associates Zachary Smith, GMA Architects Matt Lincolnhol, PLA, Morris-Depew Associates Ramon Acevedo, GMA Architects Public Comment None. Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood. 7","No formal action recorded. Goodwill Industries - Development Order (Application pending) (District 5) ±2.69-acre vacant parcel located at the southeast corner of Corkscrew Road and Three Oaks Parkway in the Estero Town Center Commercial Planned Development (CPD) Also known as Lowes Plaza.  Applicant seeks to construct a 21,800 square foot, one-story building with a drive- thru. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Attorney Presentation/Information by Jack Morris, P.E. Morris, Depew Associates Zachary Smith, GMA Architects Matt Lincolnhol, PLA, Morris-Depew Associates Ramon Acevedo, GMA Architects Public Comment None. Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood. 7",,,,,,,,Corkscrew Road and Three Oaks Parkway,CORKSCREW RD & THREE OAKS PKWY,CORKSCREW RD & THREE OAKS PKWY,26.4312076018546,-81.7885401402789,0.93,intersection,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,02212023 PZDB Minutes.pdf,pdf_extraction:pzdb,0.6,true,,false,"Planning Zoning & Design Board meeting on 2023-02-21, agenda item 7 (Public Comment): No formal action recorded. Goodwill Industries - Development Order (Application pending) (District 5) ±2.69-acre vacant parcel located at the southeast corner of Corkscrew Road and Three Oaks Parkway in the Estero Town Center Commercial Planned Development (CPD) Also known as Lowes Plaza.  Applicant seeks to construct a 21,800 square foot, one-story building with a drive- thru. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Attorney Presentation/Information by Jack Morris, P.E. Morris, Depew Associates Zachary Smith, GMA Architects Matt Lincolnhol, PLA, Morris-Depew Associates Ramon Acevedo, GMA Architects Public Comment None. Board Questions or Comments Board Members Tatooles, Jones, Sheeley, Jeannin, Vice Chairman Gargano, and Chairman Wood. 7 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf",83,goodwill_industries_corkscrew_rd_three_oaks_pkwy
vc:274,vc,agenda_item,AgendaItem,37,274,172,Village Council,Regular Meeting,Village Council,2024-02-21,2024,9:30 am,Estero Village Hall,Approved,1,Administrative,administrative,meetings_records_public_input,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",,,,,TD/CS,Approved agenda,Approved agenda,,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,02212024 minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2024-02-21, agenda item 1 (Administrative): Approved agenda Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf",,
vc:275,vc,agenda_item,AgendaItem,37,275,173,Village Council,Regular Meeting,Village Council,2024-02-21,2024,9:30 am,Estero Village Hall,Approved,2,Consent Agenda,consent_agenda,meetings_records_public_input,,"February 7, 2024 Council Meeting Minutes","February 7, 2024 Council Meeting Minutes. Action: Approved consent agenda",,,,,TD/CS,Approved consent agenda,Approved consent agenda,,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,02212024 minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2024-02-21, agenda item 2 (Consent Agenda): Approved consent agenda Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf",,
vc:276,vc,agenda_item,AgendaItemLocation,37,276,174,Village Council,Regular Meeting,Village Council,2024-02-21,2024,9:30 am,Estero Village Hall,Approved,3,Contract Approval,contract_approval,transportation_mobility,Corkscrew Road-River Creek Sidewalk Agreement - Corkscrew Road Widening Corridor,Corkscrew Road-River Creek Sidewalk Agreement,"Corkscrew Road-River Creek Sidewalk Agreement. Action: Approved a perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council",,,GL Homes,,TD/CS,"Approved a perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council","Approved a perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council",,,,Detected,,,,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",Corkscrew Road Widening Corridor,26.443916962688,-81.750022322755,0.9,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,02212024 minutes.pdf,pdf_extraction:vc,0.95,false,,true,"Village Council meeting on 2024-02-21, agenda item 3 (Contract Approval): Approved a perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf",84,corkscrew_road_river_creek_sidewalk_agreement_corkscrew_road_widening_corridor
vc:277,vc,agenda_item,AgendaItem,37,277,175,Village Council,Regular Meeting,Village Council,2024-02-21,2024,9:30 am,Estero Village Hall,Approved,4,Ordinance,ordinance,meetings_records_public_input,,"First Reading of Ordinance No. 2024-03 regarding code enforcement procedures. An Ordinance of the Village Council of the Village of Estero, Florida, Amending Article II of Chapter 1 of the Village Code Regarding Code Enforcement; Making Related Findings;","First Reading of Ordinance No. 2024-03 regarding code enforcement procedures. An Ordinance of the Village Council of the Village of Estero, Florida, Amending Article II of Chapter 1 of the Village Code Regarding Code Enforcement; Making Related Findings; . Action: Passed first reading of Ordinance No. 2024-03 and set second reading for March 6, 2024",Ordinance No. 2024-03,ordinance,,,TD/CS,"Passed first reading of Ordinance No. 2024-03 and set second reading for March 6, 2024","Passed first reading of Ordinance No. 2024-03 and set second reading for March 6, 2024",,,,Detected,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,02212024 minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2024-02-21, agenda item 4 (Ordinance): Passed first reading of Ordinance No. 2024-03 and set second reading for March 6, 2024 Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf",,
vc:278,vc,agenda_item,AgendaItem,37,278,,Village Council,Regular Meeting,Village Council,2024-02-21,2024,9:30 am,Estero Village Hall,Continued,5,Unknown,unknown,meetings_records_public_input,,Management & Financial Policies,Management & Financial Policies. Action: Deferred to a later date,,,,,TD/CS,Deferred to a later date,Deferred to a later date,,,,,,,,,,,,,,,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,02212024 minutes.pdf,pdf_extraction:vc,0.5,true,,false,"Village Council meeting on 2024-02-21, agenda item 5 (Unknown): Deferred to a later date Source: https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf",,
